SourceField,ResponseField,TargetField,DataType
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.pinned_field,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.asset_performance_label,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.review_status,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.policy_summary_info.approval_status,STRING
ad_group_ad.ad.demand_gen_carousel_ad.description,ad,ad.demand_gen_carousel_ad.description.text,STRING
ad_group_ad.ad.demand_gen_carousel_ad.call_to_action_text,ad,ad.demand_gen_carousel_ad.call_to_action_text,STRING
ad_group_ad.ad.demand_gen_carousel_ad.carousel_cards,ad,ad.demand_gen_carousel_ad.carousel_cards[].asset,STRING
ad_group_ad.ad.travel_ad,ad,ad.travel_ad,STRING
ad_group_ad.ad.device_preference,ad,ad.device_preference,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].type_,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.policy_summary.policy_topic_entries,policy_summary,policy_summary.policy_topic_entries[].topic,STRING
ad_group_ad.policy_summary.review_status,policy_summary,policy_summary.review_status,STRING
ad_group_ad.policy_summary.approval_status,policy_summary,policy_summary.approval_status,STRING
ad_group_ad.ad_group,ad_group,ad_group,STRING
ad_group_ad.ad_strength,ad_strength,ad_strength,STRING
ad_group_ad.labels,labels,labels[],STRING
ad_group_ad.resource_name,resource_name,resource_name,STRING
ad_group_ad.status,status,status,STRING

